general,,,,,,,,conciència del sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elecció personal,,,,,,responsabilidad individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorn - Què passa? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,consentiment,dades demogràfiques,,,,,,"1. Últimament, amb quina freqüència has sentit les següents emocions?",,,,,,,,,,,,,,,,,,,,,,,,"Voldríem mirar algunes emocions més. D’aquestes altres, selecciona sols aquelles que últimament hagis sentit",,,,,,,,,,,,,,,,,,2. Sabries explicar com se senten últimament…?,,,,"3. Com esteu vivint emocionalment, tu i les persones de la teva edat, el moment actual? ","1. Últimament, quan vull donar resposta a una situació emocionalment complexa, jo...","2. Últimament, quan sento estrès, por, tristesa, ràbia o alguna altre emoció desagradable, jo...","3. Últimament, davant de moments de complexitat emocional, jo... ",,,,"1. Davant de les diferents emocions que apareixen en situacions complexes, quins comportaments tens? Què fas? (marca totes les que facis)",reactividad - freeze,reactividad - lucha,reactividad - huir,reactividad - mochila,reactividad - mochila,reactividad - chubasquero,reactividad - chubasquero,descongestión - expresión,descongestión - ayuda,descongestión - amor,descongestión - descanso,descongestión - fluir,sugestión - buscar alternativas,sugestión - cambiar mirada,sugestión - ganar amplitud,digestión - aceptación,digestión - comprensión/aprendizaje,"digestión - dejar ir/soltar, me dejo crecer","2. Si sents angoixa, disgust o tristesa profunda, a qui recorres? (marca totes les que creguis que tenen a veure amb el que fas)",,,,,,,,,"1. Pensa en les relacions que has tingut últimament (amb les teves amistats, família, comunitat escolar, etc.). Quan ha sigut l’última vegada que has sentit que algú et preguntava de veritat, amb ànim de saber la teva resposta, com et sents?",,,,"2. Últimament, com estàs vivint emocionalment les següents situacions?",,,,,,,,,,,,,,,,,,,"3.Has viscut altres situacions emocionalment complexes, més enllà de les que t'hem proposat a l'anterior pregunta? Com t'has sentit? (recorda que aquesta informació és anònima):",,"4.Quan et sents malament, emocionalment parlant, com preferiries que les persones del teu entorn t’ajudessin?  ",,"5.Quins recursos, serveis, activitats trobes al teu abast, al teu entorn, que ajuden a potenciar el teu benestar emocional?",
44154.80476,Accepto,18,Formació Universitària,Cubelles,Femella,Dona,4,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Freqüentment,Poc,Poc,Algunes vegades,Poc,Freqüentment,Gens,Poc,Algunes vegades,Gens,"Angoixa, Enyorança, Frustració, Pànic, Pau",0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,Sabria explicar-ho,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Sempre,"Em bloquejo. Em costa respondre., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Em cuido, em mimo, connecto amb el meu benestar., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Comprenc el que sento i trec aprenentatges que m’enforteixen.",1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento malament,Em sento malament,Em sento bé,Em sento malament,No sé com em sento,Em sento malament,Em sento malament,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No.,,"Doncs que m'escoltessin, per jo poder-me buidar i em donguessin el seu punt de vista.",,"Fer esport, parlar amb els familiars i amb les amistats més properes.",
44154.82263,Accepto,16,Formació Professional,Vilanova i la Geltrú,Mascle,Home,5,Freqüentment,Freqüentment,Freqüentment,Gens,Freqüentment,Gens,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Gens,Freqüentment,Gens,Freqüentment,Freqüentment,Gens,Gens,Gens,Freqüentment,Gens,Gens,Freqüentment,Gens,"Angoixa, Culpa, Frustració",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,e. Aquesta situació ens ha donat l’oportunitat d’aprendre i això ens ajuda a afrontar el moment amb benestar.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Poc o no gaire,Algunes vegades,Algunes vegades,Algunes vegades,"Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amistats,1,0,0,0,0,0,0,,No m'ho han preguntat,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento malament,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento bé,Em sento malament,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,trist,emocional,com ho fan ara,,be,
44154.82549,Accepto,17,Formació Professional,Cubelles,Mascle,Home,4,Freqüentment,Poc,Algunes vegades,Freqüentment,Algunes vegades,Poc,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Enyorança,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Algunes vegades,Algunes vegades,Poc o no gaire,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., M’ho guardo, prefereixo no expressar com estic o com em sento.",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Familiars, Professionals de la salut (psicòlegs/gues, infermeres/es, etc.)",0,1,1,0,0,0,0,,Aquesta setmana o l’anterior,No m'ho han preguntat,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,Em sento malament,No sé com em sento,Em sento malament,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,Em sento malament,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,no he viscut altres situacions,,amb amor ,,el futbol,
44154.8261,Accepto,17,Formació Professional,Cubelles,Intersexual,No binari,4,Poc,Gens,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Poc,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Poc,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Gens,Poc,Algunes vegades,Gens,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,"Alleujament, Angoixa, Culpa, Desesperació, Esperança, Frustració, Il·lusió, Odi, Pànic, Pau, Rancor, Rebuig, Remordiment, Temor",1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Mai,Mai,Mai,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat.",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amistats, Familiars, Professionals de la salut (psicòlegs/gues, infermeres/es, etc.), Xarxes socials (comunitat on-line), A mi mateix/a",1,1,1,0,1,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento malament,No sé com em sento,No sé com em sento,No ho he viscut,No sé com em sento,No sé com em sento,Em sento malament,Em sento malament,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,No sé com em sento,Em sento malament,Em sento bé,Em sento malament,Em sento malament,Em sento malament,No,,no me gusta que me agobien ,,potaccio,
44154.82669,Accepto,16,Formació Professional,Vilanova i la Geltrú,Mascle,Home,5,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Poc,Poc,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Gens,Freqüentment,Algunes vegades,Gens,Freqüentment,Poc,Algunes vegades,"Alleujament, Esperança, Frustració, Gratitud, Il·lusió, Pau, Rebuig, Temor",1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,Sabria explicar-ho,e. Aquesta situació ens ha donat l’oportunitat d’aprendre i això ens ajuda a afrontar el moment amb benestar.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Algunes vegades,Sempre,Poc o no gaire,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor.",0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,"Professionals de la salut (psicòlegs/gues, infermeres/es, etc.), A mi mateix/a",0,0,1,0,0,0,1,,No m'ho han preguntat,Fa 2-3 setmanes,Fa 2-3 setmanes,No m'ho han preguntat,Em sento malament,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento malament,No sé com em sento,Em sento bé,Em sento malament,Em sento malament,Em sento bé,Em sento malament,Em sento malament,No,,Que no ho fagin,,"Videojocs, amics etc...
",
44154.82797,Accepto,16,Formació Professional,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Algunes vegades,Freqüentment,Poc,Poc,Poc,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Poc,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Gens,Gens,Freqüentment,Poc,Poc,"Culpa, Esperança, Frustració, Pau",0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Sempre,Sempre,Algunes vegades,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento malament,No sé com em sento,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,Em sento malament,Em sento malament,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,no,,preguntandome,,no,
44154.8311,Accepto,18,Formació Universitària,Cubelles,Femella,Dona,1,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Poc,Algunes vegades,Freqüentment,Poc,Freqüentment,Poc,Freqüentment,Freqüentment,Poc,Freqüentment,Algunes vegades,Poc,Algunes vegades,Poc,"Angoixa, Desesperació, Esperança, Gratitud, Il·lusió",0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Sempre,Sempre,Sempre,Poc o no gaire,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Descanso de les emocions difícils per recarregar energia, llavors les abordo.",0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Amistats, A mi mateix/a",1,0,0,0,0,0,1,,No m'ho han preguntat,Aquesta setmana o l’anterior,Fa 5-6 mesos,No m'ho han preguntat,Em sento malament,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento bé,Em sento malament,Em sento bé,Em sento bé,Em sento bé,Em sento malament,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No,,"Parlant amb mi, per poder desfogarme",,No ho se,
44154.83159,Accepto,17,Formació Professional,Vilanova i la Geltrú,Mascle,Home,7,Algunes vegades,Freqüentment,Algunes vegades,Gens,Algunes vegades,Gens,Freqüentment,Algunes vegades,Algunes vegades,Gens,Algunes vegades,Freqüentment,Poc,Gens,Algunes vegades,Gens,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Poc,Gens,"Esperança, Il·lusió, Temor",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,No sé com se senten de veritat,e. Aquesta situació ens ha donat l’oportunitat d’aprendre i això ens ajuda a afrontar el moment amb benestar.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Sempre,"Descanso de les emocions difícils per recarregar energia, llavors les abordo.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Ningú,0,0,0,0,0,1,0,,Fa 5-6 mesos,No m'ho han preguntat,Fa 5-6 mesos,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No sé com em sento,No sé com em sento,No ho he viscut,Em sento malament,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,no,,res,,"
pley 4",
44154.83292,Accepto,16,Formació Professional,Vilanova i la Geltrú,Mascle,Home,4,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Esperança, Gratitud, Il·lusió",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Crec que tendriem que fer tele treball,Intento hacer-lo lo mejor possible ,"Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Sempre,Poc o no gaire,Algunes vegades,"M’és igual, no m’afecta., No em deixo portar per la situació, procuro el millor per a mi., Busco altres punts de vista que m’ajudin a sentir-me millor., Comprenc el que sento i trec aprenentatges que m’enforteixen.",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Fa 1 mes,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No he viscut,,Com sempre o ajudarme sempre millor,,video jocs i familia,
44154.83471,Accepto,16,Formació Professional,Sitges,Femella,Dona,3,Algunes vegades,Gens,Poc,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Poc,Algunes vegades,Poc,Poc,Freqüentment,Freqüentment,Poc,Freqüentment,Freqüentment,"Alleujament, Angoixa, Culpa, Desesperació, Enyorança, Esperança, Frustració, Il·lusió, Odi, Pànic, Rancor, Rebuig, Remordiment, Temor",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,Sabria explicar-ho,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Poc o no gaire,Poc o no gaire,Sempre,Sempre,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Em cuido, em mimo, connecto amb el meu benestar., Busco alternatives per resoldre el que sento., Prenc distància per mirar i comprendre el millor possible el que em passa., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,"Familiars, Professionals de la salut (psicòlegs/gues, infermeres/es, etc.)",0,1,1,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,No m'ho han preguntat,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,No sé com em sento,Em sento malament,Em sento malament,No sé com em sento,Em sento malament,Em sento malament,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento malament,Em sento malament,Em sento bé,Em sento bé,Em sento malament,mi pareja abuso sexualmente de mi varias veces y me sentí mal por no poder decirselo a nadie,agresión sexual - pareja,prefiero ayudarme yo sola por si pasa cualquier cosa reaccionar sin causar molestias y entenderme mejor y se es el caso preferiria que me dieran mas abrazos y que me comprendieran un poco mas,,"la música,dibujar,caminar,hacer ejercicio,jugar al ordenador",
44154.83886,Accepto,18,2n Batx.,Cubelles,Femella,Dona,4,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Angoixa, Enyorança, Esperança, Frustració, Il·lusió, Plenitud",0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar.",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Fa 2-3 setmanes,Fa 2-3 setmanes,Fa 2-3 setmanes,Fa 2-3 setmanes,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,Si.,,Escoltant,,Si,
44154.84462,Accepto,18,2n Batx.,Vilanova i la Geltrú,Femella,Dona,3,Algunes vegades,Algunes vegades,Poc,Freqüentment,Freqüentment,Gens,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Poc,Freqüentment,Poc,Freqüentment,Poc,Poc,Algunes vegades,Poc,Freqüentment,Gens,Gens,Algunes vegades,Poc,"Angoixa, Enyorança, Frustració, Remordiment, Temor",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Algunes vegades,Sempre,Sempre,"Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Amistats, Familiars, Ningú",1,1,0,0,0,1,0,,Aquesta setmana o l’anterior,Fa 2-4 mesos,Aquesta setmana o l’anterior,No m'ho han preguntat,Em sento bé,Em sento malament,Em sento bé,No ho he viscut,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,Em sento malament,No ho he viscut,Em sento bé,No ho he viscut,Em sento bé,Em sento malament,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No,,Preguntant de veritat,,Esport,
